"","id_jogador","nome_jogador","posicao","altura","peso"
"545",1025,"André Renato Candido","Armador","1.79",NA
"546",954,"Éder Borges de Araújo","NOTFOUND",NA,NA
"547",1041,"Benzor Simmons","Ala","1.96",NA
"548",975,"Rômulo Vieira de Oliveira Junior","Pivô","2"," 110kg"
"549",11181,"Gustavo Marques Silveira","Ala","1.95",NA
"550",1045,"Guilherme Gouveia Hollunder","Pivô","2.03",NA
"551",1040,"Allens Jemmott Duquese","Ala/Armador","1.94",NA
"552",537,"Diego Marques Resende","Ala","1.91",NA
"553",1042,"Vitor Christ de Miranda","Armador","1.75",NA
"554",971,"Rafael Silva Gomes","Armador","1.95",NA
"555",978,"Douglas Corrêa dos Santos ","Pivô",NA,NA
"556",1037,"Lamar Demond Roberson","Ala","2.02",NA
"557",953,"Lucas Henrique Martins dos Santos","Pivô","2.03",NA
"558",1052,"Sidnei de Santana Lima","Pivô","2.15",NA
"559",1056,"Milton Lane Garner","Ala/Armador","1.88",NA
"560",995,"Omar Andrew Carter","Ala","1.95",NA
"561",1018,"Pedro Henrique Wellausen Rava","Armador","1.83"," 84kg"
"562",1044,"Wellington da Cruz Alvarenga","Pivô","2.05",NA
"563",1002,"Danilo Fuzaro Siqueira","Ala/Armador","1.95"," 90kg"
"564",1006,"Gemerson da Silva Barbosa","Ala/Pivô",NA," 110kg"
"565",976,"Radovan Dragovic","Pivô","2.03",NA
"566",1191,"Leandro Ferreira Cabral","Pivô","2.07",NA
"567",1190,"Daniel Pinho Severo","Ala/Pivô",NA,NA
"568",1017,"Antwaine Wiggins","Ala","2.05",NA
"569",536,"Luis Otavio da Silva Vieira","Ala","1.99",NA
"570",818,"Humberto Luiz Gomes da Silva ","Ala/Armador","1.95"," 93kg"
"571",1050,"Vitor Pantoja de Britto","Armador","1.8",NA
"572",980,"Luis Felipe Ricci Maia","Armador","1.78",NA
"573",1072,"Felipe Lima Silva","Ala","1.88",NA
"574",1016,"Tyrone Denell Curnell","Ala/Pivô",NA,NA
"575",1035,"Higor Simas Pereira Lima","Ala","1.96",NA
"576",1063,"Jason David Detrick ","Ala","1.97",NA
"577",1027,"Cleiton Luiz Sebastião","Pivô","2.11",NA
"578",1060,"Mateus Poltronieri Pereira","Ala","1.93",NA
"579",652,"Fernando Rodrigues Ferreira da Silva","Pivô","2",NA
"580",1061,"Wesley Alexandre Sena da Silva ","Pivô","2.11"," 118kg"
"581",1062,"Nilson Goulart Santana ","Pivô","2.05",NA
"582",1225,"Everson Aparecido Rodrigues","Ala/Pivô",NA,NA
"583",998,"Matheus Henrique Pereira","Ala/Pivô","2.02"," 100kg"
"584",408,"Roberto Francisco Alves Mafra","Pivô","1.92",NA
"585",1223,"Henrique Bramorski Medeiros","Armador","1.8"," 82kg"
"586",1140,"Guilherme Augusto Arantes Francisco","Ala","1.93",NA
"587",990,"Gabriel Henrique Meneghetti Jambas","Pivô","1.91",NA
"588",994,"Luan Quadro Jacon Ziani","Armador","1.81",NA
"589",1226,"Paulo Sérgio Prestes","Pivô","2.08"," 128kg"
"590",972,"Lucas Marciel Rosa de Faria ","Ala/Armador","1.86",NA
"591",1229,"Everson Alexandre Resende Lacerda","Pivô","2.1",NA
"592",1227,"Rashaun Durrel Mc Lemore","Ala/Armador",NA," 88kg"
"593",1230,"Bruno Zanotti Cavazzoni Barrail","Ala","1.98",NA
"594",1232,"Paul James Crosby","Ala/Pivô","2.01",NA
"595",974,"Luis Enrique de Moraes Porto","Ala/Pivô",NA,NA
"596",977,"Thasso Herbert Felix da Fonseca","Armador","1.72"," 70kg"
"597",1235,"Leonardo Joanes Eltink","Ala",NA," 101kg"
"598",1228,"Arthur Meireles Vieira de Souza","Pivô","2.04",NA
"599",1325,"Victor Chastinet Aragão de Gusmão","Armador","1.87"," 84kg"
"600",1054,"Lucas Teodoro de Souza Colimerio","Ala/Pivô","2.07",NA
"601",1053,"João Pedro Borrego Siqueira Martins","Armador","1.8",NA
"602",1224,"João Pedro de Moraes Demétrio","Ala/Pivô","2.08"," 95kg"
"603",11279,"Nicolás Laprovittola","Armador","1.86",NA
"604",11284,"Marcus Goree","Pivô","2.05",NA
"605",11282,"Martín Osimani","Armador","1.94",NA
"606",11298,"Alef César Augusto Alves Pereira","Armador","1.87"," 86kg"
"607",11280,"Fernando Henrique Stafleu Andrade","Pivô","2.05",NA
"608",11262,"Bruno Correa Fernandes Cabloco","Ala","2.02",NA
"609",11338,"Victor Demétrio","Pivô","2.02",NA
"610",675,"Ricardo Citrangulo Barbosa","Armador","1.87",NA
"611",11322,"Wesley de Castro Ferreira","Pivô","2"," 95kg"
"612",11517,"Gustavo Cecatto Ruiz","Armador",NA," 100kg"
"613",11337,"Rodrigo Alves Nascimento","Ala","1.9",NA
"614",1266,"Pablo Anibal Espinoza","Ala","2",NA
"615",11311,"Thiago Teixeira Basílio","Armador","1.75",NA
"616",11242,"Jamaal Thaddius Smith","Armador",NA," 87kg"
"617",11303,"Hermerson Gustavo Da Silva Figueiredo","Ala/Pivô","2.04",NA
"618",1263,"João Phylippe Belmiro Bernardi","Ala/Pivô",NA," 103kg"
"619",11245,"André Luiz Coimbra Reis Souza Costa","Pivô","2.07"," 100kg"
"620",1254,"Juan Manuel Torres","Pivô","2.1",NA
"621",1260,"Leonardo dos S. Crucillo","Ala","1.88",NA
"622",1259,"William Lucas Evangelista","Ala/Armador","1.85",NA
"623",11243,"Emilio Taboada","Ala/Armador","1.93",NA
"624",11291,"Josimar Abdiel Ayarza Tous","Ala","2.03",NA
"625",11332,"Ted Marcos Bento Simões","Ala","1.9"," 100kg"
"626",11113,"Gustavo Rabelo Côrtes","NOTFOUND",NA,NA
"627",594,"Carlos Eduardo Gonçalves Rosa","Ala","1.83",NA
"628",11306,"Luiz Paulo Cecílio dos Santos","Pivô",NA," 110kg"
"629",11116,"Nicolas Antunes de Souza","Ala","1.91",NA
"630",11307,"Elivelton dos Santos Soares","Pivô","1.82"," 80kg"
"631",11315,"Vithor Eli Lersch da Silva","Armador",NA," 78kg"
"632",11118,"Eduardo Henrique Urbano De Poli","Pivô","2.02",NA
"633",11331,"Rafael Augusto Soleira","Ala","2",NA
"634",11326,"Rodrigo Maiorino Degiovani","Ala","1.9",NA
"635",11317,"Lucas Farina de Lima","Armador","1.85"," 78kg"
"636",11316,"Marcus Vinicius Urban Toledo Medina","Ala/Pivô",NA," 103kg"
"637",11327,"Marciel Da Silva Santos","Ala/Pivô","2",NA
"638",11328,"Luiz Gustavo Basilio Timotheo De Oliveira","Ala",NA," 100kg"
"639",11329,"Edward Richard Nelson","Pivô","2.02",NA
"640",11289,"Raphael Sousa","Armador","1.9",NA
"641",11339,"Gabriel Henrique Manjialardo de Oliveira","Ala","2.02"," 96kg"
"642",11119,"Lucas Henrique Garcia ","Ala","1.96",NA
"643",11330,"Junio Duval dos Santos","Ala","1.96"," 100kg"
"644",11301,"Maique Tavares de Oliveira","Pivô","2.11"," 115kg"
"645",11140,"Eduardo Oliveira Marques","Ala/Armador","1.82",NA
"646",11333,"Robert Brandon Brown","Armador","1.8",NA
"647",11334,"Nicolas Keyon Williams","Ala/Armador","1.94",NA
"648",11335,"Devon Michael Hardin","Pivô","2.1",NA
"649",572,"Lucas Lopes Duso","Armador","1.78",NA
"650",11261,"Jonathan Peter Guimarães Tavernari","Ala","1.98",NA
"651",11320,"Wesley Alves da Silva","Ala/Armador","1.96"," 90kg"
"652",11281,"Jerome Dieu Donne Meyinsse","Pivô","2.07",NA
"653",11290,"Fabian Ramirez Barrios","Ala/Pivô","1.95",NA
"654",11319,"Pedro Henrique Santos de Sousa","Pivô","2.05"," 128kg"
"655",11343,"Matheus Luxinger Gomes","Ala","1.96",NA
"656",11294,"Rafael Mauro Grandella","Ala","1.95",NA
"657",11342,"Curry Jermane Collins","Armador","1.89",NA
"658",11345,"Tony Fitzgerald White Jr.","Armador","1.8",NA
"659",626,"Raphael Gomes Figueiredo","Ala","1.95"," 87kg"
"660",821,"Vitor Michels Salvador","Ala/Pivô","1.98",NA
"661",11346,"Emmanuel Amauris Quezada","Ala/Armador","1.88",NA
"662",11318,"Igor Dal Col Tormar","Ala","1.97",NA
"663",11305,"Reinaldo de Paula Moreni Junior","Ala","1.97",NA
"664",11344,"Ned Cox IV","Ala/Armador","1.8",NA
"665",11308,"Nafis Graddie Ricks","Armador","1.88",NA
"666",11321,"Lucas Moraes dos Santos","Pivô",NA,NA
"667",11347,"Afam James Muojeke","Ala","2.07",NA
"668",11351,"Gregory Ogden Smith II","Ala/Pivô","1.98",NA
"669",1262,"Pablo Tavares Sueiro Vilela","Ala/Pivô",NA,NA
"670",11312,"Adriano Alves Júnior","Pivô","2.08"," 125kg"
"671",11350,"Vitor Egon Mijas","Ala","1.9",NA
"672",11352,"Pedro","Armador","1.77",NA
"673",11287,"Sualisson Tavares Da Silva ","Ala","2"," 81kg"
"674",11348,"Murilo Henriquy Cunha da Silva","Armador","1.77"," 68kg"
"675",11353,"Brian Henry Laing","Ala","1.95",NA
"676",11356,"Jason Anthony Smith","Armador","1.88",NA
"677",11349,"Carlos Eduardo Soledade da Costa","Ala/Pivô","1.93",NA
"678",11357,"Rashad Dion McCants","Ala","1.93",NA
"679",11691,"Guilherme Thailan Lessa","Ala/Armador",NA," 76kg"
"680",11359,"Otis Michael George","Pivô","2.04",NA
"681",1264,"Lucas de Oliveira Rodrigues","Pivô","2.03",NA
"682",11358,"Dartona Lavelle Washam Jr","Ala/Pivô","2.01",NA
"683",11371,"Leandro da Cruz Silva de Azevedo","Ala/Pivô","2.03"," 101kg"
"684",11362,"Felipe André Vezaro","Ala","1.92"," 87kg"
"685",11364,"Maximiliano Ariel Stanic","Armador","1.78",NA
"686",11323,"George Lucas Alves de Paula","Armador","1.96"," 91kg"
"687",11288,"Victor Matheus Leal Velozo","Pivô",NA," 98kg"
"688",1233,"André Tadeu de Oliveira Ferros","Ala/Pivô","1.98",NA
"689",1234,"Thomas Antonio Poles","Armador","1.88",NA
"690",11660,"Walter Herrmann Heinrich","Ala/Pivô","2.06",NA
"691",11658,"Marcos Daniel Mata","Ala","2.01",NA
"692",11684,"Gabriel Alves Renato","Armador","1.75",NA
"693",11314,"Everton Gomes Da Silva Oliveira","Pivô","2.07"," 108kg"
"694",11657,"Rafael Hettsheimeir ","Pivô",NA," 118kg"
"695",11557,"Darington ONeal Hobson","Ala","2.01",NA
"696",11659,"Carlos de Cobos Ortega","Armador","1.91",NA
"697",11669,"Vinicius da Costa Sabino Pessoa","Ala/Pivô","2.04",NA
"698",11663,"Gerson do Espírito Santo Júnior","Pivô",NA," 103kg"
"699",11430,"Pedro Mendonça Ferreira da Silva","Armador",NA," 93kg"
"700",11667,"Jimmy Devon Baxter","Ala","1.98",NA
"701",11675,"Christian Mendonça Panunzio","Ala/Armador","1.9"," 91kg"
"702",11664,"André Fonseca Marone","Ala/Armador","1.93",NA
"703",11693,"Ian Curtis Young","Ala","1.9",NA
"704",11380,"Vinicius Dione dos Santos Sossai","Ala/Pivô","1.94",NA
"705",11666,"Carlos Nicolás Gianella","Ala/Armador","1.85",NA
"706",11381,"Guilherme Fermino","Ala","1.8",NA
"707",11392,"Rinaldo José Alves Mafra","Pivô","2.01",NA
"708",11661,"Tarvin Raphael Gaines","Ala","1.98"," 103kg"
"709",11662,"Danillo Aledes de Campos","Ala","1.85",NA
"710",11582,"Daniel Macedo Soares","Ala/Armador","1.85",NA
"711",11692,"Diogo Teixeira Aga","Armador","1.85",NA
"712",1357,"Douglas Sales de Souza","Pivô","2.04",NA
"713",11382,"Leonardo Degasperi Pegaia","Ala/Armador","1.8",NA
"714",11233,"Matheus Lopes Guirro","Ala/Armador","1.85",NA
"715",11695,"Nicolas Rodrigo Dias Ferraz","Ala","1.91",NA
"716",11665,"Ítalo Cicotti","NOTFOUND",NA,NA
"717",11701,"Carlos Henrique Miorin Gonçalves","Pivô","1.97",NA
"718",11700,"Gabriel Jonathan Queiroz Ferreira","Ala/Pivô","2.03",NA
"719",11702,"O’Neal Onami Mims","NOTFOUND",NA,NA
"720",11556,"Leonardo Bispo de Souza","Pivô","2.06"," 106kg"
"721",11668,"Paulo Felipe Silva Teodoro de Souza","Ala/Pivô","1.95",NA
"722",11325,"Juan Henrique de Souza Balbino","Ala","1.88",NA
"723",11671,"José Lucas de Castro Lima","Ala","1.9",NA
"724",11705,"Worrel Oval Glen Clahar","Armador","1.78",NA
"725",11680,"Henrique Gama Cerimelli","Ala","2"," 95kg"
"726",753,"Vithor Henrique Juliatto","Pivô","2.02",NA
"727",11816,"Gabriel Borrego Siqueira Martins","Ala/Armador","1.8",NA
"728",11676,"Fernando Sanches Salsamendi","Ala","1.93",NA
"729",11679,"Geovane da Silva Teixeira","Armador",NA," 88kg"
"730",11300,"Bruno Borges Dos Santos","Ala","1.92",NA
"731",11725,"Enzo Cafferata","Armador","1.87"," 86kg"
"732",11727,"Vernon Athelston Goodridge","Pivô","2.06",NA
"733",11726,"Matías Nocedal","Ala/Armador","1.92",NA
"734",11750,"Fernando Augusto de Oliveira","Ala","1.98",NA
"735",11743,"Kyle E. LaMonte","Ala/Armador","1.91",NA
"736",1147,"Leonardo Jacon Oliveira","Ala","1.96"," 97kg"
"737",11138,"Alexey Thiago Pereira Borges","Armador","1.88"," 75kg"
"738",11752,"Tadeu Santos Ferreira","Ala",NA,NA
"739",11230,"Pedro Vitor Lopes Adão","Armador","1.89",NA
"740",1310,"Leonardo Willians Fernandes dos Santos","Armador",NA," 80kg"
"741",11682,"Lucas Gabriel Vezaro","Ala","1.85"," 80kg"
"742",11964,"Stefano Pierotti Alles","Armador","1.8"," 80kg"
"743",11929,"Pedro Alcantara Abbade Aguiar Faria","Ala","1.91",NA
"744",11955,"Jason Michael Robinson","Ala/Armador","1.96",NA
"745",11957,"João Paulo Lopes Batista","Pivô","2.06"," 120kg"
"746",11529,"João Felipe Piovesan Amato","Ala/Armador","1.93",NA
"747",11952,"Rafael Freire Luz","Armador","1.89",NA
"748",11426,"Diego Ribeiro Dos Santos","Armador","1.85"," 76kg"
"749",11959,"Taaj Shane Ridley","Ala/Pivô","1.97",NA
"750",11961,"Victor Dias Ribeiro","Ala/Armador","1.89"," 70kg"
"751",11406,"Matheus Silva Fontes","Pivô","1.77"," 60kg"
"752",11960,"Christopher Joseph Gradnigo","Ala","2",NA
"753",11962,"Leandro Moraes de Almeida","Pivô","1.97"," 80kg"
"754",11313,"Rafael Cintra Ribeiro","Ala","1.95",NA
"755",11970,"Dexter Grant Kernich-Drew","Ala","2",NA
"756",11954,"Corderro L Bennett","Ala/Armador",NA," 81kg"
"757",716,"Rafael de Oliveira Silva","Ala","1.97"," 100kg"
"758",11969,"Isaac Carmelo Sosa Carrion","Ala","1.9",NA
"759",11781,"Rubem de Moraes Compagnolo","Ala/Pivô","1.98"," 98kg"
"760",11783,"Rodolfo Cesar Bellato","Ala/Pivô","1.98"," 100kg"
"761",11785,"Daniel Grigol Três","Ala",NA,NA
"762",991,"Maurício Fedrizzi Ferronato ","Armador",NA,NA
"763",1322,"Luis Enrique  de Moraes Porto","Ala/Pivô",NA,NA
"764",11958,"Gabriel Darin Aguirre","Pivô","2.08",NA
"765",11966,"Tiago Botelho Alaluia","Armador","1.89",NA
"766",11822,"Jonathan Knudsen Muller","Pivô",NA," 115kg"
"767",11780,"Bruno José Macedo Ferreira","Ala/Pivô","2.02"," 106kg"
"768",11968,"William Patrocínio dos Santos","Ala/Pivô","1.95",NA
"769",11967,"José Jairo Santos Gonçalves Júnior","Ala","1.97",NA
"770",11778,"Arthur Henrique Stela Bernardi","Ala/Pivô","2.07"," 103kg"
"771",1317,"Pedro Paulo Moreira da Silva Rogerio Carlos","Ala",NA,NA
"772",1309,"Victor André Camilo da Silva","Ala/Pivô","2.03"," 98kg"
"773",11471,"Joel Pereira de Souza Júnior ","Ala",NA,NA
"774",11930,"Felipe Braga Alfredo","Pivô","2.13"," 87kg"
"775",11795,"Jackson Henrique Almeida da Silva","Ala/Armador","1.92",NA
"776",11965,"Diego Vinícius Mendonça de Souza","Armador","1.8",NA
"777",11764,"Guilherme Santos","Armador","1.89"," 86kg"
"778",11730,"Jorge Guilherme Iglesias Junior","Ala/Pivô",NA," 85kg"
"779",11630,"Felipe Sousa Cortes","Ala",NA,NA
"780",11939,"Gabriel Picirillo dos Santos","Ala","1.9",NA
"781",11779,"Henrique dos Santos Monteiro","Armador",NA,NA
"782",1091,"Paulo Antônio da Costa Lourenço","Ala",NA," 93kg"
"783",667,"Luiz Gustavo Alves Edwards","Ala","1.97",NA
"784",11747,"Cassiano Marinho Bueno","Armador","1.85"," 85kg"
"785",11745,"Igor Alexander Bernardes","Pivô",NA,NA
"786",11971,"Gabriel Luiz Echer","Armador","1.8"," 84kg"
"787",11746,"Rafael Domingues Marques Martins","Pivô","2.03"," 99kg"
"788",11973,"Fabrício Paulino de Melo","Pivô",NA," 120kg"
"789",1298,"José Mauro Barrozo Junior","Pivô","2",NA
"790",11972,"Igor Teixeira Nascimento","Ala/Armador",NA," 97kg"
"791",11912,"Gabriel Mendes da Silva","Pivô","2.07",NA
"792",11699,"Igor Avelino","Ala","2"," 110kg"
"793",11975,"Scott Rodgers","Ala/Armador","1.95"," 94kg"
"794",11508,"Wilmar Borges Garcia","Ala/Pivô","2"," 100kg"
"795",1348,"Matheus Coutinho Custódio Da Silva","Pivô",NA,NA
"796",11793,"Nestor Ferreira Neto","Ala/Armador","1.83",NA
"797",1176,"Lourival Peres Junior","Ala","1.92",NA
"798",11214,"Henrique Cláudio de Oliveira","Armador","1.88"," 80kg"
"799",11450,"Matheus da Silva Nascimento","Ala",NA," 77kg"
"800",11422,"Victor  de Carvalho Silveira","Armador",NA," 80kg"
"801",11770,"Lucas Cauê de Almeida Pereira","Pivô",NA," 116kg"
"802",11769,"Aquiles Novo Ferreira","Ala",NA," 89kg"
"803",11521,"Juliano Armani Monteiro Silva","Armador",NA,NA
"804",11981,"Matheus Araujo Silveira","Ala/Pivô",NA," 90kg"
"805",1287,"Rômulo Gusmão Costa",NA,NA,NA
"806",11916,"Gabriel Crepaldi Volpato Galvanini",NA,NA,NA
